SchoolName,SizeSetting,Control,F20Enrollment
Jersey College,"Two-year, medium",Private for-profit,"3,514"
Lander University,"Four-year, medium, highly residential",Public,"3,513"
University of Northwestern-St Paul,"Four-year, small, highly residential",Private not-for-profit,"3,506"
Eastern University,"Four-year, small, primarily residential",Private not-for-profit,"3,504"
South Mountain Community College,"Two-year, small",Public,"3,497"
Western Nevada College,"Four-year, small, primarily nonresidential",Public,"3,495"
Riverland Community College,"Two-year, small",Public,"3,494"
Stevenson University,"Four-year, small, highly residential",Private not-for-profit,"3,492"
Savannah State University,"Four-year, small, highly residential",Public,"3,488"
Shawnee State University,"Four-year, small, primarily residential",Public,"3,485"
The University of Texas Health Science Center at San Antonio,"Four-year, medium, primarily nonresidential",Public,"3,478"
Husson University,"Four-year, small, primarily residential",Private not-for-profit,"3,473"
Fort Lewis College,"Four-year, medium, primarily residential",Public,"3,469"
Kellogg Community College,"Two-year, small",Public,"3,469"
Blue Ridge Community College,"Two-year, small",Public,"3,462"
Regis College,"Four-year, small, highly residential",Private not-for-profit,"3,460"
Santa Fe Community College,"Two-year, small",Public,"3,459"
St. Mary's University,"Four-year, medium, highly residential",Private not-for-profit,"3,458"
The University of Texas Medical Branch at Galveston,"Four-year, small, primarily residential",Public,"3,458"
College of Coastal Georgia,"Four-year, small, primarily nonresidential",Public,"3,457"
Muskegon Community College,"Two-year, small",Public,"3,456"
Carroll University,"Four-year, medium, highly residential",Private not-for-profit,"3,451"
University of Guam,"Four-year, small, primarily nonresidential",Public,"3,449"
Maysville Community and Technical College,"Two-year, small",Public,"3,446"
Saint Mary's College of California,"Four-year, medium, highly residential",Private not-for-profit,"3,439"
Indiana University-East,"Four-year, small, primarily nonresidential",Public,"3,434"
Hagerstown Community College,"Two-year, small",Public,"3,433"
Midwestern Baptist Theological Seminary,"Four-year, small, primarily nonresidential",Private not-for-profit,"3,432"
Northern State University,"Four-year, small, highly residential",Public,"3,431"
Jamestown Community College,"Two-year, medium",Public,"3,430"
Alliant International University-San Diego,"Four-year, small, primarily nonresidential",Private for-profit,"3,429"
Central Methodist University-College of Graduate and Extended Studies,"Four-year, small, primarily nonresidential",Private not-for-profit,"3,429"
Siena College,"Four-year, medium, highly residential",Private not-for-profit,"3,425"
Elmhurst University,"Four-year, medium, primarily residential",Private not-for-profit,"3,421"
University of Puerto Rico-Arecibo,"Four-year, medium, primarily nonresidential",Public,"3,414"
Florida Southern College,"Four-year, medium, highly residential",Private not-for-profit,"3,413"
Le Moyne College,"Four-year, small, highly residential",Private not-for-profit,"3,409"
Clark University,"Four-year, medium, highly residential",Private not-for-profit,"3,405"
Strayer University-Texas,"Four-year, small, primarily nonresidential",Private for-profit,"3,401"
Rogers State University,"Four-year, small, primarily residential",Public,"3,400"
Baldwin Wallace University,"Four-year, medium, highly residential",Private not-for-profit,"3,399"
Fairleigh Dickinson University-Florham Campus,"Four-year, medium, highly residential",Private not-for-profit,"3,396"
East Mississippi Community College,"Two-year, medium",Public,"3,392"
Xavier University of Louisiana,"Four-year, medium, highly residential",Private not-for-profit,"3,383"
Honolulu Community College,"Two-year, small",Public,"3,378"
Northern Oklahoma College,"Two-year, medium",Public,"3,374"
Mitchell Community College,"Two-year, small",Public,"3,373"
Central Virginia Community College,"Two-year, small",Public,"3,370"
Messiah University,"Four-year, small, highly residential",Private not-for-profit,"3,370"
Bates Technical College,"Two-year, medium",Public,"3,369"
South Suburban College,"Two-year, small",Public,"3,366"
Tunxis Community College,"Two-year, medium",Public,"3,365"
University of North Carolina at Asheville,"Four-year, small, highly residential",Public,"3,363"
Northwest-Shoals Community College,"Two-year, small",Public,"3,360"
Inter American University of Puerto Rico-Arecibo,"Four-year, small, primarily nonresidential",Private not-for-profit,"3,359"
Charleston Southern University,"Four-year, small, highly residential",Private not-for-profit,"3,350"
Augsburg University,"Four-year, small, primarily residential",Private not-for-profit,"3,346"
Southeastern Baptist Theological Seminary,"Four-year, small, primarily residential",Private not-for-profit,"3,343"
United States Naval War College,Exclusively graduate/professional,Public,"3,341"
Babson College,"Four-year, small, highly residential",Private not-for-profit,"3,340"
Mendocino College,"Two-year, small",Public,"3,338"
John A Logan College,"Two-year, medium",Public,"3,328"
Cochise County Community College District,"Two-year, small",Public,"3,327"
James A Rhodes State College,"Two-year, small",Public,"3,324"
Lake Washington Institute of Technology,"Four-year, small, primarily nonresidential",Public,"3,319"
Florence-Darlington Technical College,"Two-year, small",Public,"3,315"
St Clair County Community College,"Two-year, small",Public,"3,315"
Goodwin University,"Four-year, small, primarily nonresidential",Private not-for-profit,"3,312"
Calvin University,"Four-year, medium, highly residential",Private not-for-profit,"3,307"
Franciscan University of Steubenville,"Four-year, small, highly residential",Private not-for-profit,"3,304"
DeSales University,"Four-year, small, primarily residential",Private not-for-profit,"3,302"
Arcadia University,"Four-year, small, highly residential",Private not-for-profit,"3,300"
Marymount University,"Four-year, small, primarily residential",Private not-for-profit,"3,294"
Bellarmine University,"Four-year, small, primarily residential",Private not-for-profit,"3,293"
Mid Michigan College,"Two-year, small",Public,"3,291"
Coconino Community College,"Two-year, small",Public,"3,289"
Indian Hills Community College,"Two-year, medium",Public,"3,279"
John Carroll University,"Four-year, medium, highly residential",Private not-for-profit,"3,278"
Northwestern Michigan College,"Four-year, small, primarily nonresidential",Public,"3,278"
Victoria College,"Two-year, small",Public,"3,274"
Cisco College,"Two-year, small",Public,"3,256"
Minnesota West Community and Technical College,"Two-year, small",Public,"3,253"
Warren County Community College,"Two-year, small",Public,"3,251"
Northeast Mississippi Community College,"Two-year, medium",Public,"3,243"
Lynn University,"Four-year, small, highly residential",Private not-for-profit,"3,232"
Culinary Institute of America,"Four-year, medium, highly residential",Private not-for-profit,"3,231"
Gordon State College,"Four-year, small, primarily residential",Public,"3,231"
Alcorn State University,"Four-year, small, highly residential",Public,"3,230"
Uniformed Services University of the Health Sciences,"Four-year, medium, primarily nonresidential",Public,"3,228"
Indiana University-Kokomo,"Four-year, small, primarily nonresidential",Public,"3,227"
Bay Path University,"Four-year, small, primarily nonresidential",Private not-for-profit,"3,224"
Concordia University-Nebraska,"Four-year, small, highly residential",Private not-for-profit,"3,224"
Renton Technical College,"Four-year, very small, primarily nonresidential",Public,"3,214"
Westcliff University,"Four-year, medium, primarily nonresidential",Private for-profit,"3,214"
Keene State College,"Four-year, medium, highly residential",Public,"3,210"
Bevill State Community College,"Two-year, small",Public,"3,204"
Western Colorado University,"Four-year, small, highly residential",Public,"3,203"
University of California-San Francisco,Exclusively graduate/professional,Public,"3,201"
Saint Peter's University,"Four-year, small, primarily residential",Private not-for-profit,"3,197"
Dominican University,"Four-year, small, primarily nonresidential",Private not-for-profit,"3,189"
Mount Wachusett Community College,"Two-year, small",Public,"3,187"
Dakota State University,"Four-year, small, primarily residential",Public,"3,186"
The University of Tennessee Health Science Center,"Four-year, medium, primarily nonresidential",Public,"3,181"
Brigham Young University-Hawaii,"Four-year, small, highly residential",Private not-for-profit,"3,180"
University of Phoenix-California,"Four-year, medium, primarily nonresidential",Private for-profit,"3,179"
Ridgewater College,"Two-year, medium",Public,"3,176"
University of Hawaii-West Oahu,"Four-year, small, primarily nonresidential",Public,"3,168"
Sullivan University,"Four-year, small, primarily nonresidential",Private for-profit,"3,165"
University of Hawaii at Hilo,"Four-year, small, primarily residential",Public,"3,165"
Adams State University,"Four-year, small, primarily residential",Public,"3,164"
Henderson State University,"Four-year, small, highly residential",Public,"3,163"
Lock Haven University,"Four-year, small, primarily residential",Public,"3,163"
Andrews University,"Four-year, small, highly residential",Private not-for-profit,"3,162"
Georgia Southwestern State University,"Four-year, small, primarily residential",Public,"3,162"
Three Rivers Community College,"Two-year, small",Public,"3,160"
Shepherd University,"Four-year, small, primarily residential",Public,"3,159"
Lewis & Clark College,"Four-year, small, highly residential",Private not-for-profit,"3,157"
Quincy College,"Two-year, small",Public,"3,154"
Louisiana State University-Eunice,"Two-year, medium",Public,"3,142"
SUNY College of Technology at Canton,"Four-year, small, primarily residential",Public,"3,135"
Philadelphia College of Osteopathic Medicine,Exclusively graduate/professional,Private not-for-profit,"3,133"
School of the Art Institute of Chicago,"Four-year, small, primarily residential",Private not-for-profit,"3,132"
The Chicago School of Professional Psychology at Los Angeles,"Four-year, small, primarily nonresidential",Private not-for-profit,"3,131"
Southside Virginia Community College,"Two-year, small",Public,"3,123"
LeTourneau University,"Four-year, small, primarily residential",Private not-for-profit,"3,122"
Valparaiso University,"Four-year, small, highly residential",Private not-for-profit,"3,122"
Spring Arbor University,"Four-year, small, primarily residential",Private not-for-profit,"3,118"
United Talmudical Seminary,"Four-year, medium, primarily nonresidential",Private not-for-profit,"3,118"
University of Oklahoma-Health Sciences Center,"Four-year, small, primarily nonresidential",Public,"3,116"
